,name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
11180,Amused,Doyer's Vietnamese,66,"142 West 83rd Street, New York",New York,90
11181,Marinara Pizza Upper West,Marinara Pizza Upper West,100,"483 Amsterdam Avenue, New York",Amsterdam avenue,90
11182,George Keeley,George's Spanish & American Restaurant,86,"485 Amsterdam Avenue, New York",Amsterdam avenue,90
11183,Bustan NYC,The NYC Bull - Restaurant & Rotisserie,86,"487 Amsterdam Avenue, New York",Amsterdam avenue,90
11184,Arba,Raj Darbar,90,"472 Columbus Avenue, New York",New York,90
11185,Graze Smokehouse,Agra,68,"100 West 83rd Street, New York",New York,90
11186,Mexikosher NYC,The NYC Bull - Restaurant & Rotisserie,86,"100 West 83rd Street, New York",New York,90
11187,Amsterdam Deli,Amsterdam Deli,100,"481 Amsterdam Avenue, New York",Amsterdam avenue,90
11188,Amsterdam Cafe,Stars Cafe & Restaurant,86,"Amsterdam Cafe, 481 Amsterdam Avenue, New York",Amsterdam avenue,90
11189,Carlos & Gabby's,Theresa's Polish American Restaurant,86,"100 West 83rd Street, New York",New York,90
11190,Thyme & Tonic,Organic Deli & Healthy Foods,62,"474 Columbus Avenue, New York",New York,90
11191,Hi Life Bar & Grill,Bar Sol De Quito Restaurant II,86,"477 Amsterdam Avenue, New York",Amsterdam avenue,90
11192,King Food Chen,King Food Chen,100,"489 Amsterdam Avenue # 1, New York",Amsterdam avenue,90
11193,Famous Original Ray's Pizza,Famous Original Ray's Pizza,100,"462 Columbus Avenue, New York",New York,90
11194,Flame,The Flame Restaurant,90,"100 West 82nd Street #5502, New York",New York,90
11195,Bellini,Bellini Italian Restaurant & Brick Oven Pizza,90,"483 Columbus Avenue, New York",483 Columbus Ave,90
11196,Cilantro,Spice Island Tropical Restaurant,68,"485 Columbus Avenue, New York",New York,90
11197,Ashoka,Pasha,73,"489 Columbus Avenue, New York",New York,90
11198,Jacob's Pickles,Theresa's Polish American Restaurant,86,"509 Amsterdam Avenue, New York",Amsterdam avenue,90
11199,Makana,Makana Hawaiian & Japanese BBQ Restaurant,90,"161 West 106th Street, New York",New York,90
11200,Mama's Pizzeria,Mama’s Pizza,89,"941 Amsterdam Avenue, New York",Amsterdam avenue,90
11201,Dive Bar,El Morro Restaurant & Bar,86,"732 Amsterdam Avenue, New York",Amsterdam avenue,90
11202,Famous Famiglia Pizzeria,Famous Famiglia Pizza,93,"734 Amsterdam Avenue, New York",Amsterdam avenue,90
11203,The Halal Guys,Halal,90,"720 Amsterdam Avenue, New York",Amsterdam avenue,90
11204,Buceo 95,95 South Soul Food Restaurant,86,"201 West 95th Street, New York",New York,90
11205,Rancho Tequileria,Rancho Tequileria,100,"718 Amsterdam Avenue, New York",Amsterdam avenue,90
11206,New Kam Lai,New Kam Lai,100,"708 Amsterdam Avenue, New York",Amsterdam avenue,90
11207,Mexican Taco Bus,La Asuncion Mexican Restaurant,86,"2500 Valentine Avenue, The Bronx",196 23 Jamaica Avenue,86
11208,Krispy Kreme,La Nonna Krispy Krust Pizza,86,"371 East Fordham Road, The Bronx",Fordham Road,90
11209,Two Grandpas Pizza,Pizza,90,"1839 Grand Concourse, The Bronx",Grand Concourse,90
11210,Pao's Juice Bar,El Morro Restaurant & Bar,86,"124 East 176th Street, The Bronx",Street,90
11211,Las Sirenas mexican restaurant,Restaurant,90,"1896 Jerome Avenue, The Bronx",311 Avenue X,86
11212,La Potencia Bar Restaurant,La Potencia Restaurant,95,The Bronx,"1095 Prospect Ave, Bronx, NY 10459",86
11213,El Gran Valle,El Gran Valle Restaurant,90,"East 176th Street, The Bronx",Street,90
11214,El Nuevo Valle,El Morro Restaurant & Bar,86,"1846 Jerome Avenue, The Bronx",311 Avenue X,86
11215,African Home,Patina African Restaurant,86,"57 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
11216,Maria Paulino,Maria's Pizzeria & Restaurant,86,"8 West Tremont Avenue, The Bronx",8 West Tremont,90
11217,Dominican ice's,Theresa's Polish American Restaurant,86,"1975 Jerome Avenue, The Bronx",311 Avenue X,86
11218,Jo Jo Pizza #2,Pizza Pizza,95,"906 East 180th Street, The Bronx",Street,90
11219,Tortilleria y Taqueria Lenchita,J Y R Restaurant,86,"618 East 183rd Street, The Bronx",Street,90
11220,Catania's,ATA,90,"2307 Arthur Avenue, The Bronx",Arthur Ave,90
11221,Golden City,Golden City Chinese Restaurant,90,"2324 Arthur Avenue, The Bronx",Arthur Ave,90
11222,Las Chatas,ATA,90,"599 East 184th Street, The Bronx",Street,90
11223,Pasquale's Rigoletto,Pasquale Riggaletto's,88,"2311 Arthur Avenue, The Bronx",2311 Arthur Ave,90
11224,Gurra Cafe,Stars Cafe & Restaurant,86,"2325 Arthur Avenue, The Bronx",2325 Arthur Ave,90
11225,New Lung Fong,New Fulin Kwok Seafood Restaurant,86,"870 East 180th Street, The Bronx",Street,90
11226,Pizza Italia,Pizza italia,100,"842 East 180th Street, The Bronx",Street,90
11227,Balle 2,Oliva Paraiso Restaurant No 2,86,"855 East 180th Street, The Bronx",Street,90
11228,EL Nuevo Valle #2,El TRI MX Restaurant & Bar,86,"855 East 180th Street, The Bronx",Street,90
11229,Love Garden,Olive Garden,87,"804 East 180th Street, The Bronx",Street,90
11230,NY Pizza,Pizza Pizza,95,"921 East 174th Street, The Bronx",Street,90
11231,Aenos Pizza,Pizza Pizza,95,"1695 Boston Road, The Bronx",Boston Road,90
11232,El Gran Valle,El Gran Valle Restaurant,90,"920 East 174th Street, The Bronx",Street,90
11233,La Casa Mia Pizzeria,Casa,90,"1420 Sheepshead Bay Road, Brooklyn",brooklyn,90
11234,Over Greens Salads & Juice,"Williamsburg Pizza and Restaurant, Greens Pizza",86,"1505 Sheepshead Bay Road, Brooklyn",brooklyn,90
11235,Apani,Haandi,73,"1520 Sheepshead Bay Road, Brooklyn",brooklyn,90
11236,Anatolian Gyro,"Airways Pizza, Gyro & Restaurant",86,"2623 East 16th Street, Brooklyn",brooklyn,90
11237,WISE bar&grill,El Morro Restaurant & Bar,86,"35 Neptune Avenue, Brooklyn",brooklyn,90
11238,The Bay Cafe (Kosher),Cafe 47,86,"2 Neptune Avenue, Brooklyn",brooklyn,90
11239,WOW Bistro,Luna Asian Bistro and Japanese Rooftop Restaurant 日本料理,86,"12 Brighton 11th Street, Brooklyn",brooklyn,90
11240,Shinjuku Japanese Restaurant,Restaurant,90,"1664 Sheepshead Bay Road, Brooklyn",brooklyn,90
11241,Mitoushi,Mitoushi Japanese Restaurant,90,"1714 Sheepshead Bay Road, Brooklyn",brooklyn,90
11242,Terra,Lezzet Mediterranean Turkish Restaurant,90,"1716 Sheepshead Bay Road, Brooklyn",brooklyn,90
11243,Poke Stop,Poke Restaurant,86,"1720 Sheepshead Bay Road, Brooklyn",brooklyn,90
11244,Top Taco & Top China,China Gourmet Chinese Restaurant,86,"1654 Sheepshead Bay Road, Brooklyn",brooklyn,90
11245,Red Crab - Juicy Seafood,Sea,90,"1724 Sheepshead Bay Road, Brooklyn",brooklyn,90
11246,Brothers Bistro,Brothers Pizza and Restaurant,86,"1724 Sheepshead Bay Road, Brooklyn",brooklyn,90
11247,Affecte Lounge,Taipan Fusion Restaurant and Hookah Lounge,86,"1715 Emmons Avenue, Brooklyn",1715 Emmons Ave,90
11248,Anthony's Place,Anthony's Place,100,"2812 Ocean Avenue, Brooklyn",brooklyn,90
11249,The Richmond,The Golden Glass Restaurant,86,"695 Bay Street, Staten Island",Bay St,90
11250,Amendment 18 Speakeasy Bar & Grill,N & J Bar Restaurant,86,"691 Bay Street, Staten Island",Bay St,90
11251,Yummy Taco House,Yummy Yummy,95,"677 Bay Street, Staten Island",Bay St,90
11252,New Golden Dragon,New Golden Dragon,100,"677 Bay Street, Staten Island",Bay St,90
11253,Lakruwana,Lakruwana,100,"668 Bay Street, Staten Island",668 Bay St,90
11254,Taverna Pizza,Pizza Pizza,95,"663 Bay Street, Staten Island",Bay St,90
11255,Taverna on the Bay,The Golden Glass Restaurant,86,"661 Bay Street, Staten Island",Bay St,90
11256,Seppe Pizza Bar,Pizza Pizza,95,"3 Navy Pier Court, Staten Island",2670 Coney Island Ave,86
11257,Vice Kitchen & Cocktails,Chang Jiang Kitchen Chinese Restaurant,86,"24 Navy Pier Court, Staten Island",2670 Coney Island Ave,86
11258,Pastavino,Pastafina,78,"44 Navy Pier Court, Staten Island",149-44 41st Ave,86
11259,Egger’s Ice Cream Parlor,Cream,90,"8 Navy Pier Court, Staten Island",2670 Coney Island Ave,86
11260,Roe's Catering Service NY,Moti's,86,"257-56 148th Drive, Queens",13861 Queens Blvd,86
11261,"TakeOut Pros, Inc.",Sunshine Restaurant Food & Catering Inc,86,"253 New Dorp Lane, Staten Island",4417 New Utrecht Ave,86
11262,Ammazzacaffè,Amma,90,"702 Grand Street, Brooklyn",Grand street,90
11263,Desy's Clam Bar Restaurant,Restaurant,90,"672 Grand Street, Brooklyn",Grand street,90
11264,La Nortena 2,La Nortena,95,"255 Graham Avenue, Brooklyn",brooklyn,90
11265,The Sandwich Shop,The Golden Glass Restaurant,86,"658A Grand Street, Brooklyn",Grand street,90
11266,Creep City Ninja Bubble Tea,China City,86,"265 Graham Avenue #1221, Brooklyn",brooklyn,90
11267,Ra Monita Rest,Rincon Monabita Restaurant,77,"108 Moore Street, Brooklyn",108 Moore Street Brooklyn,98
11268,Milan Pizza and Chicken,Pizza,90,"66 Graham Avenue, Brooklyn",brooklyn,90
11269,Tavola 35 Bodega,Naem Lee Food Corp. (Bodega),86,"35 Graham Avenue, Brooklyn",35 Graham Ave,90
11270,Princesa Bakery,Princessa Bakery,97,"94 Graham Avenue, Brooklyn",94 Graham Ave,90
11271,La Cocina II,La Cocina,95,"100 Moore Street, Brooklyn",108 Moore Street Brooklyn,94
11272,F&H Pizza Mercato,Pizza Mercato,95,"106 Moore Street, Brooklyn",108 Moore Street Brooklyn,94
11273,Gonzalez’s & Son’s Pizza,Pizza,90,"106 Moore Street, Brooklyn",108 Moore Street Brooklyn,94
11274,Caridad China,Caridad China,100,"108 Graham Avenue, Brooklyn",108 Graham Ave,90
11275,Gentle Perch,Gen,90,"112 Graham Avenue, Brooklyn",brooklyn,90
11276,Broadway Coffee Shop Chicken & Pizza,Broadway Pizza & Coffee Shop,95,"691 Broadway Suite A, Brooklyn",brooklyn,90
11277,New Fun Sing,New Fulin Kwok Seafood Restaurant,86,"689 Broadway, Brooklyn",689 Broadway,90
11278,Antojitos Mexicanos,Recuerdos Mexicanos Restaurant,86,"107 Graham Avenue, Brooklyn",brooklyn,90
11279,Gemini's II,Theresa's Polish American Restaurant,86,"109 Graham Avenue, Brooklyn",brooklyn,90
11280,Humboldt & Jackson,Jackson Hole,86,"434 Humboldt Street, Brooklyn",brooklyn,90
11281,Frost Restaurant,Frost Restaurant,100,"193 Frost Street, Brooklyn",193 Frost St,90
11282,Pure Green,Green Pavilion Restaurant,86,"95 Boerum Place, Brooklyn",brooklyn,90
11283,The Gumbo Bros,The Golden Glass Restaurant,86,"224 Atlantic Avenue, Brooklyn",brooklyn,90
11284,Sumela Coffee,Coffee,90,"145 Court Street, Brooklyn",Court st.,90
11285,Shelsky's of Brooklyn: Appetizing & Delicatessen,Delicatessen,90,"141 Court Street, Brooklyn",Court st.,90
11286,Sanpanino Sandwich Shop,Nino's,90,"187 State Street, Brooklyn",brooklyn,90
11287,two8two Bar & Burger,Bar Sol De Quito Restaurant II,86,"282 Atlantic Avenue, Brooklyn",brooklyn,90
11288,My Little Pizzeria,Little Bandgladesh Restaurant,86,"114 Court Street, Brooklyn",Court st.,90
11289,LuAnne's Wild Ginger,Theresa's Polish American Restaurant,86,"112 Smith Street, Brooklyn",brooklyn,90
11290,Zerda Mediterranean Cuisine,Athena Mediterranean Cuisine,87,"101 Smith Street, Brooklyn",brooklyn,90
11291,Lemongrass Grill,Golden Krust Caribbean Bakery and Grill,86,"156 Court Street, Brooklyn",Court st.,90
11292,Sottocasa,Ott,90,"298 Atlantic Avenue, Brooklyn",brooklyn,90
11293,Kyoto,Kyoto Sushi 5,90,"115 Smith Street, Brooklyn",115 Smith St,90
11294,Fatoosh Pitza & Grill,Golden Krust Caribbean Bakery and Grill,86,"330 Hicks Street, Brooklyn",brooklyn,90
11295,Table 87,"The Round Table Restaurant, at The Algonquin",86,"87 Atlantic Avenue, Brooklyn",brooklyn,90
11296,Fornino At Pier 6-Open Seasonally from April,At Kazimir Restaurant,86,"Brooklyn Bridge Park Pier 6, Bridge Park Drive, Brooklyn",brooklyn,90
11297,Boutros,Eros,68,"185 Atlantic Avenue, Brooklyn",brooklyn,90
11298,Mitoushi Sushi,Mitoushi Sushi,100,"177 Atlantic Avenue, Brooklyn",177 Atlantic Ave,90
11299,المريخ,Oasis Mediterranean restaurant (مطعم الواحة),30,"187-189 Atlantic Avenue بروكلين، نيويورك،, Brooklyn",brooklyn,90
11300,مطعم اليمن السعيد نيويورك,Oasis Mediterranean restaurant (مطعم الواحة),86,"174 Atlantic Ave, Brooklyn, NY 11201،, Brooklyn",brooklyn,90
11301,Hadramout,Hadramout Restaurant,90,"172 Atlantic Avenue, Brooklyn",172 Atlantic Ave,90
11302,Yemen Café,Yemen Cafe,95,"176 Atlantic Avenue, Brooklyn",176 Atlantic Ave,90
11303,Atlantic Bagels Cafe,Cafe 47,86,"200 Clinton Street, Brooklyn",brooklyn,90
11304,Potbelly Sandwich Shop,OTB,90,"345 Adams Street, Brooklyn",brooklyn,90
11305,Annie's First Wok,Theresa's Polish American Restaurant,86,"155 York Street, Brooklyn",brooklyn,90
11306,Vinegar Hill House,Vinegar Hill House Foods @ West Elm,90,"72 Hudson Avenue, Brooklyn",brooklyn,90
11307,Los Papi's,Theresa's Polish American Restaurant,86,"77 Bridge Street, Brooklyn",brooklyn,90
11308,Bridge Front,Concierge Lounge - New York Marriott at the Brooklyn Bridge,86,"73 Bridge Street, Brooklyn",brooklyn,90
11309,Randolph Beer DUMBO,Beer Garden at Battery Gardens,86,"82 Prospect Street, Brooklyn",brooklyn,90
11310,Pedro's Mexican Bar & Restaurant,Restaurant,90,"73 Jay Street, Brooklyn",Jay St.,90
11311,Bread & Spread,Center of Hope International Bread of Life Food Bank,86,"151 Front Street, Brooklyn",1 Front St,90
11312,Mama Capri,Mama’s Coffee Shop & Restaurant,86,"247 Smith Street, Brooklyn",brooklyn,90
11313,East Wind Snack Shop,East Dynasty Chinese Restaurant,86,"253 Smith Street, Brooklyn",brooklyn,90
11314,Karazishi botan,Kar,90,"255 Smith Street, Brooklyn",brooklyn,90
11315,Karazishi Botan,Kar,90,"255 Smith Street, Brooklyn",brooklyn,90
11316,Halal Food,Halal Food,100,"274-286 Jay Street, Brooklyn",Jay St.,90
11317,Rucola,Olea,77,"190 Dean Street, Brooklyn",brooklyn,90
11318,Wild Park Slope,Evergreen Park Restaurant,86,"148 5th Avenue, Brooklyn",5th Avenue,90
11319,The VSPOT,The Golden Glass Restaurant,86,"156 5th Avenue, Brooklyn",56 5th Ave,90
11320,Bricolage,Gen,72,"162 5th Avenue, Brooklyn",5th Avenue,90
11321,Metro Star,Star,90,"369 Jay Street, Brooklyn",Jay St.,90
11322,Willoughby Food Bar,Willoughby Food Bar,100,"51B Willoughby Street, Brooklyn",51B Willoughby St,90
11323,Fresh 99 cents pizza,99¢ Fresh Pizza,95,"51 Willoughby Street, Brooklyn",brooklyn,90
11324,Pizza Emporium,Pizza Pizza,95,"3424 Avenue S, Brooklyn",brooklyn,90
11325,Grand Wok,Wok Wok,95,"3510 Avenue S, Brooklyn",brooklyn,90
11326,Tam Tam Express,Cam Tak Express Restaurant,86,"3623 Fillmore Avenue, Brooklyn",brooklyn,90
11327,High Thai,Mekong Thai & Vietnamese Restaurant,86,"4017 Avenue U, Brooklyn",Avenue U,90
11328,Häagen-Dazs®,Gen,90,"5712 Kings Plaza, Brooklyn",brooklyn,90
11329,39 Taco House,Hunan House Chinese Restaurant,86,"3922 9th Avenue, Brooklyn",brooklyn,90
11330,Vincent's Pizza,Pizza Pizza,95,"3915 9th Avenue, Brooklyn",3915 9th Ave,90
11331,Piña Dulce Resturant,Piano Due Restaurant,87,"914 39th Street, Brooklyn",914 39th St,90
11332,Chilango Taco,Mister Taco Mexican Restaurant,86,"906 40th Street, Brooklyn",brooklyn,90
11333,New Huang Jia,New Fulin Kwok Seafood Restaurant,86,"4111 8th Avenue, Brooklyn",brooklyn,90
11334,Kim Wei Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"4201 8th Avenue, Brooklyn",201 8th Ave,90
11335,Ba Xuyên,Ranch Restaurant and Bar of Guyana,61,"4222 8th Avenue, Brooklyn",brooklyn,90
11336,Great Dragon Chinese Restaurant,Dragon Chinese Restaurant,95,"4224 8th Avenue, Brooklyn",brooklyn,90
11337,Famous,Famous Pollio Restaurant,90,"43rd St, 4th Avenue, Brooklyn",4th Ave,90
11338,Pho Viet,SAPA Pho Vietnamese Restaurant,90,"4317 8th Avenue, Brooklyn",brooklyn,90
11339,Gandhi Fine Indian Cuisine,Gandhi Fine Indian Cuisine,100,"2032 Bedford Avenue, Brooklyn",2032 Bedford Ave,90
11340,New Sun Hing,New Fulin Kwok Seafood Restaurant,86,"2018 Bedford Avenue, Brooklyn",brooklyn,90
11341,Chris II Restaurant,Chris' Restaurant,95,Brooklyn,brooklyn,100
11342,Asian Express,Asian Foods Express,95,"719 Flatbush Avenue, Brooklyn",Flatbush ave,90
11343,Camille's,Camille's Jamaican Restaurant,90,"711 Flatbush Avenue, Brooklyn",Flatbush ave,90
11344,Parkside,Parkside,100,"705 Flatbush Avenue, Brooklyn",Flatbush ave,90
11345,Risbo,Crispo,73,"701 Flatbush Avenue, Brooklyn",Flatbush ave,90
11346,L'Arte Della Pizza Brooklyn,Arte,90,"172 5th Avenue, Brooklyn",5th Avenue,90
11347,New Imperial Kitchen,New Fulin Kwok Seafood Restaurant,86,"303 Schenectady Avenue, Brooklyn",303 Schenectady Ave,90
11348,Jemz,Jjm Z Pizza,68,"1171 Saint Johns Place, Brooklyn",1171 Saint Johns Pl,90
11349,Mo Mo Sushi & Ramen,Umi Sushi,86,"644 Flatbush Avenue, Brooklyn",Flatbush ave,90
11350,Mo Mo Sushi / Sushi Tatsu III,Los Pollitos III,86,"644 Flatbush Avenue, Brooklyn",Flatbush ave,90
11351,Family Pizza,Family Pizza,100,"720 Flatbush Avenue, Brooklyn",Flatbush ave,90
11352,Mo Mo Sushi,Ginpachi Sushi Restaurant,86,"644 Flatbush Avenue, Brooklyn",Flatbush ave,90
11353,Home,Home Restaurant,90,"668 Flatbush Avenue, Brooklyn",Flatbush ave,90
11354,Caribbean Sea,Sea,90,"668 Flatbush Avenue, Brooklyn",Flatbush ave,90
11355,Fish & Chips,J & D Caribbean Soul Fish & Chips Restaurant,90,"1151 East 92nd Street, Brooklyn",brooklyn,90
11356,New Century,Century,90,"9205 Flatlands Avenue, Brooklyn",brooklyn,90
11357,Quality Chef,Quality Chef,100,"1595 Williamsbridge Road # 1, The Bronx",1 Worlds Fair Marina,86
11358,Kumo Sushi II + Poké Bowl,Kumo Sushi,90,"512 Court Street, Brooklyn",Court st.,90
11359,Wing Hua,Ting Hua,88,"508 Court Street # 1, Brooklyn",Court st.,90
11360,Le Petit Cafe,Stars Cafe & Restaurant,86,"502 Court Street, Brooklyn",Court st.,90
11361,Koto Sushi,Kyoto Sushi,95,"552 Henry Street, Brooklyn",brooklyn,90
11362,Lucali,Lali,80,"575 Henry Street, Brooklyn",brooklyn,90
11363,Bar Bruno,El Morro Restaurant & Bar,86,"520 Henry Street, Brooklyn",20 Henry St,90
11364,The House of Pizza & Calzone,Pizza,90,"132 Union Street, Brooklyn",brooklyn,90
11365,Ferdinando's Focacceria,Theresa's Polish American Restaurant,86,"151 Union Street, Brooklyn",brooklyn,90
11366,Calexico,Plaza Mexico Dona Zita,68,"122 Union Street, Brooklyn",brooklyn,90
11367,Garden Gourmet Deli & Grill,Gourmet Deli & Grill,95,"531 Henry Street, Brooklyn",brooklyn,90
11368,La Cigogne,La Strada Pizzeria & Restaurant,86,"215 Union Street, Brooklyn",brooklyn,90
11369,The Longshoreman,The Golden Glass Restaurant,86,"215 Columbia Street, Brooklyn",brooklyn,90
11370,Lum Dee Thai Cuisine,Mekong Thai & Vietnamese Restaurant,86,"218 Columbia Street, Brooklyn",brooklyn,90
11371,Mazzat,Lazzat Restaurant,75,"208 Columbia Street, Brooklyn",brooklyn,90
11372,Filament,Filomena’s Pizza & Restaurant,68,"220 36th Street, Brooklyn",brooklyn,90
11373,Taza Mkt,Merrick Food Mkt,86,"220 36th Street, Brooklyn",brooklyn,90
11374,Taco Mix,The Mix Up Restaurant,86,"220 36th Street, Brooklyn",brooklyn,90
11375,Uncle Jack's Steakhouse,Theresa's Polish American Restaurant,86,"3940 Bell Boulevard, Queens",13861 Queens Blvd,86
11376,NIPPON CHA,Restaurant Nippon,86,"39-34 Bell Boulevard, Queens",13861 Queens Blvd,86
11377,Shabulixius,Li Li,86,"39-32 Bell Boulevard, Bayside",147-32 41st Ave,86
11378,Taverna Kyclades,Akrotiri Seafood Taverna Restaurant,86,"39-28 Bell Boulevard, Bayside",39-19 4th Ave,86
11379,La Chiqui,La Strada Pizzeria & Restaurant,86,"East 156th Street, The Bronx",Street,90
11380,San Jose Tulcingo restaurant and deli,Ngo Restaurant,90,"109 East 153rd Street, The Bronx",53rd street,90
11381,Stadium pizza,Stadium Pizza,100,"115 East 157th Street, The Bronx",157th,90
11382,Suma,K K Coffee Dim Sum,77,"86 East 161 Street #2245, The Bronx",Street,90
11383,Lulu Restauran,LuLu Restaurant,97,"183 Grand Concourse, The Bronx",Grand Concourse,90
11384,Ginbo's Hamburger House,Theresa's Polish American Restaurant,86,"118 East 170th Street, The Bronx",Street,90
11385,Nuevo Azteca,Azteca,90,"134 East 170th Street, The Bronx",Street,90
11386,New york fish house crispy chicken,New Ho Wah,86,"155 East 170th Street, The Bronx",Street,90
11387,Big Cheese Pizza,Pizza Pizza,95,"157 East 170th Street, The Bronx",Street,90
11388,Wing Ling,Wing Ling Chinese Restaurant,90,"159 East 170th Street, The Bronx",Street,90
11389,Tre Otto,Ott,90,"1410 Madison Avenue, New York",1410 Madison Ave,90
11390,Yoan Ming Garden,Garden 13 Dairy Restaurant and Pizza,86,"6930, 1407 Madison Avenue # 2, New York",New York,90
11391,Thai Peppercorn,Mekong Thai & Vietnamese Restaurant,86,"1406 Madison Avenue, New York",New York,90
11392,Famous Famiglia Pizzeria,Famous Famiglia Pizza,93,"1398 Madison Avenue, New York",1398 Madison Ave,90
11393,MOMO 97,Charley Mom,53,"1396 Madison Avenue, New York",New York,90
11394,Superior Cafe,Stars Cafe & Restaurant,86,"1490 Madison Avenue, New York",New York,90
11395,Amy's Bread,Amy's Bread,100,"1220 5th Avenue, New York","New York, New York",95
11396,Joosed by Lloyds,The Mark Restaurant by Jean-Georges,86,"1555 Lexington Avenue, New York",New York,90
11397,Yummy City,Yummy Yummy,95,"1557 Lexington Avenue, New York",1557 Lexington Ave,90
11398,Joy Burger Bar,El Morro Restaurant & Bar,86,"1567 Lexington Avenue, New York",1567 Lexington Ave,90
11399,Au Jus,Au Bon Coin Restaurant,86,"1569 Lexington Avenue, New York",New York,90
11400,MRS. AN Thai,Mekong Thai & Vietnamese Restaurant,86,"173 East 99th Street, New York",New York,90
11401,La Shuk,La Strada Pizzeria & Restaurant,86,"1569 Lexington Avenue, New York",New York,90
11402,Burritos Y Mas NY,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"1571 Lexington Avenue, New York",New York,90
11403,Koonsup Thai,Mekong Thai & Vietnamese Restaurant,86,"1575 Lexington Avenue, New York",New York,90
11404,Pro Thai,Mekong Thai & Vietnamese Restaurant,86,"1575 Lexington Avenue, New York",New York,90
11405,Lexington Pizza Parlour,Pizza,90,"1590 Lexington Avenue, New York",1590 Lexington Ave,90
11406,Chu Ros Thai,Mekong Thai & Vietnamese Restaurant,86,"1590 Lexington Avenue, New York",1590 Lexington Ave,90
11407,Lechonera Tropical & Grill,Golden Krust Caribbean Bakery and Grill,86,"172 East 103rd Street, New York",New York,90
11408,El Barrio Lechonera,Lechonera El Barrio,95,"172 East 103rd Street, New York",New York,90
11409,Naughty Crab,Cabo,68,"1621 Lexington Avenue, New York",1621 Lexington Ave,90
11410,El Tepeyac Grocery & Taqueria,El Patio Restaurant,86,"1621A Lexington Avenue, New York",New York,90
11411,Gold Deli,Deli,90,"126 East 103rd Street, New York",New York,90
11412,El Aguila,El Morro Restaurant & Bar,86,"1634 Lexington Avenue, New York",34 Lexington Ave,90
11413,The Lexington Social,The Loft BKNY Restaurant & Lounge,86,"1634 Lexington Avenue, New York",34 Lexington Ave,90
11414,Quechua Nostra,Star,68,"1634 Lexington Avenue, New York",34 Lexington Ave,90
11415,SMASHIESS,Saphire,62,"153 East 103rd Street, New York",New York,90
11416,Make & Bake Pizza,Pizza,90,"1976 3rd Avenue, New York","New York, New York",95
11417,A Taste Of Seafood,Sea,90,"1980 3rd Avenue, New York","New York, New York",95
11418,Taqueria Guadalupe,Mi Barrio Taqueria Restaurant,86,"1743 Lexington Avenue Frnt A, New York",1743 Lexington Ave,90
11419,Jaguar Restaurant,Guaro Restaurant,91,"1735 Lexington Avenue, New York",1735 Lexington Ave,90
11420,East Harlem Bottling Co.,Ott,90,"1711 Lexington Avenue, New York",New York,90
11421,Yummy Gourmet Deli Inc.,Gourmet Deli Inc,95,"1773 Lexington Avenue, New York",1773 Lexington Ave,90
11422,Fu Wing,Fu Wing Chinese,90,"153 East 106th Street, New York",New York,90
11423,San Francisco De Assis,San Francisco De Asisi,95,"1779 Lexington Avenue, New York",1779 Lexington Ave,90
11424,Blue Coco,Blue,90,"153 East 106th Street, New York",New York,90
11425,Fabio Cucina Italiana,Fabio Cucina Italiana,100,"214 East 52nd Street, New York",New York,90
11426,Raku It's Japanese,Theresa's Polish American Restaurant,86,"212 East 52nd Street, New York",New York,90
11427,Ny Mishima,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"212 East 52nd Street, New York",New York,90
11428,A Plus Thai Place,Mekong Thai & Vietnamese Restaurant,86,"1007 2nd Avenue A, New York",New York,90
11429,Totto Ramen Midtown East,Ott,90,"248 East 52nd Street, New York",New York,90
11430,Carol's Cafe,Theresa's Polish American Restaurant,86,"217 East 51st Street, New York",New York,90
11431,Sophie's Cuban Cuisine,Sophie's Cuban Cuisine,100,"369 Lexington Avenue, New York",New York,90
11432,Num Pang Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"140 East 41st Street, New York",New York,90
11433,Everyday Gourmet Deli,Deli,90,"369 Lexington Avenue, New York",New York,90
11434,Zucker's,Theresa's Polish American Restaurant,86,"370 Lexington Avenue, New York",New York,90
11435,Delmonico,Delmonico's,95,"375 Lexington Avenue, New York",New York,90
11436,Previti Pizza,Pizza Pizza,95,"123 East 41st Street, New York",New York,90
11437,Pokeworks,Orso,68,"117 East 41st Street, New York",New York,90
11438,Sinigual,Sinigual Contemporary Mexican Cuisine,90,"640 3rd Avenue, New York","New York, New York",95
11439,Little Roma,Little Bandgladesh Restaurant,86,"982 2nd Avenue, New York","New York, New York",95
11440,Pierre Loti Midtown,MIMI,68,"300 East 52nd Street, New York",New York,90
11441,Mimi's,Mimi's Italian Restaurant & Piano Bar,90,"984 2nd Avenue, New York","New York, New York",95
11442,Atwood Bar & Lounge,Bar Sol De Quito Restaurant II,86,"986 2nd Avenue, New York","New York, New York",95
11443,The Stag's Head,Theresa's Polish American Restaurant,86,"252 East 51st Street, New York",New York,90
11444,BarKogi Korean Fried Chicken,Bonjuk Korean Traditional Porridge Restaurant,86,"957 2nd Avenue, New York","New York, New York",95
